search_date,route,departure_id,arrival_id,trip_type,airline,flight_number,airplane,travel_class,departure_time,arrival_time,total_duration,stops,price,carbon_emissions,legroom,often_delayed,lowest_price,price_level
2026-01-13,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 20,Airbus A320,Economy,2026-01-13 07:00,2026-01-13 08:10,70,0,1515,68000,76 ซม.,False,1515,typical
2026-01-13,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 28,Airbus A320,Economy,2026-01-13 16:15,2026-01-13 17:25,70,0,2450,68000,76 ซม.,False,1515,typical
2026-01-13,BKK-UBP,BKK,UBP,One way,ไทยเวียดเจ๊ทแอร์,VZ 220,Airbus A321,Economy,2026-01-13 11:05,2026-01-13 12:15,70,0,,66000,71 ซม.,True,1515,typical
2026-01-13,BKK-UBP,BKK,UBP,One way,ไทยเวียดเจ๊ทแอร์,VZ 224,Airbus A321,Economy,2026-01-13 14:40,2026-01-13 15:45,65,0,,66000,71 ซม.,False,1515,typical
2026-01-13,DMK-UBP,DMK,UBP,One way,ไทยไลอ้อนแอร์,SL 620,Boeing 737,Economy,2026-01-13 07:40,2026-01-13 08:40,60,0,1025,64000,79 ซม.,False,1025,typical
2026-01-13,DMK-UBP,DMK,UBP,One way,ไทยไลอ้อนแอร์,SL 628,Boeing 737,Economy,2026-01-13 14:50,2026-01-13 15:55,65,0,1025,64000,79 ซม.,False,1025,typical
2026-01-13,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 328,Boeing 737,Economy,2026-01-13 19:50,2026-01-13 21:00,70,0,1028,64000,74 ซม.,False,1025,typical
2026-01-13,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 322,Boeing 737,Economy,2026-01-13 10:00,2026-01-13 11:15,75,0,1128,64000,74 ซม.,False,1025,typical
2026-01-13,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 324,Boeing 737,Economy,2026-01-13 13:50,2026-01-13 15:05,75,0,1128,64000,74 ซม.,False,1025,typical
2026-01-13,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3370,Airbus A320neo,Economy,2026-01-13 08:30,2026-01-13 09:40,70,0,1500,53000,71 ซม.,False,1025,typical
2026-01-13,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3374,Airbus A320,Economy,2026-01-13 11:40,2026-01-13 12:55,75,0,1500,63000,71 ซม.,False,1025,typical
2026-01-13,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3378,Airbus A320,Economy,2026-01-13 15:50,2026-01-13 16:55,65,0,1500,63000,71 ซม.,False,1025,typical
2026-01-13,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3372,Airbus A320,Economy,2026-01-13 20:00,2026-01-13 21:10,70,0,1500,63000,71 ซม.,True,1025,typical
2026-01-14,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 20,Airbus A320,Economy,2026-01-14 07:00,2026-01-14 08:10,70,0,1515,68000,76 ซม.,False,1515,typical
2026-01-14,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 28,Airbus A320,Business Class,2026-01-14 16:15,2026-01-14 17:25,70,0,4740,102000,,False,1515,typical
2026-01-14,BKK-UBP,BKK,UBP,One way,ไทยเวียดเจ๊ทแอร์,VZ 224,Airbus A320,Economy,2026-01-14 14:40,2026-01-14 15:45,65,0,,60000,71 ซม.,False,1515,typical
2026-01-14,DMK-UBP,DMK,UBP,One way,ไทยไลอ้อนแอร์,SL 620,Boeing 737,Economy,2026-01-14 07:40,2026-01-14 08:40,60,0,1025,58000,74 ซม.,False,1025,typical
2026-01-14,DMK-UBP,DMK,UBP,One way,ไทยไลอ้อนแอร์,SL 628,Boeing 737,Economy,2026-01-14 14:50,2026-01-14 15:55,65,0,1025,58000,74 ซม.,False,1025,typical
2026-01-14,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3378,Airbus A320,Economy,2026-01-14 15:50,2026-01-14 16:55,65,0,1500,63000,71 ซม.,False,1025,typical
2026-01-14,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 322,Boeing 737,Economy,2026-01-14 08:45,2026-01-14 10:00,75,0,1378,64000,74 ซม.,False,1025,typical
2026-01-14,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 324,Boeing 737,Economy,2026-01-14 12:25,2026-01-14 13:40,75,0,1378,64000,74 ซม.,False,1025,typical
2026-01-14,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 328,Boeing 737,Economy,2026-01-14 19:50,2026-01-14 21:00,70,0,1378,64000,74 ซม.,False,1025,typical
2026-01-14,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3370,Airbus A320neo,Economy,2026-01-14 08:30,2026-01-14 09:40,70,0,1500,53000,71 ซม.,False,1025,typical
2026-01-14,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3374,Airbus A320,Economy,2026-01-14 12:30,2026-01-14 13:45,75,0,1500,63000,71 ซม.,False,1025,typical
2026-01-14,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3372,Airbus A320,Economy,2026-01-14 20:00,2026-01-14 21:10,70,0,1500,63000,71 ซม.,True,1025,typical
2026-01-15,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 20,Airbus A320,Economy,2026-01-15 07:00,2026-01-15 08:10,70,0,1515,68000,76 ซม.,False,1515,typical
2026-01-15,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 28,Airbus A320,Economy,2026-01-15 16:15,2026-01-15 17:25,70,0,3530,68000,76 ซม.,False,1515,typical
2026-01-15,BKK-UBP,BKK,UBP,One way,ไทยเวียดเจ๊ทแอร์,VZ 220,Airbus A321,Economy,2026-01-15 13:00,2026-01-15 14:10,70,0,,66000,71 ซม.,True,1515,typical
2026-01-15,BKK-UBP,BKK,UBP,One way,ไทยเวียดเจ๊ทแอร์,VZ 226,Airbus A321,Economy,2026-01-15 09:20,2026-01-15 10:30,70,0,,66000,71 ซม.,False,1515,typical
2026-01-15,BKK-UBP,BKK,UBP,One way,ไทยเวียดเจ๊ทแอร์,VZ 224,Airbus A321,Economy,2026-01-15 14:40,2026-01-15 15:45,65,0,,66000,71 ซม.,False,1515,typical
2026-01-15,DMK-UBP,DMK,UBP,One way,ไทยไลอ้อนแอร์,SL 620,Boeing 737,Economy,2026-01-15 07:40,2026-01-15 08:40,60,0,1125,64000,79 ซม.,False,1125,typical
2026-01-15,DMK-UBP,DMK,UBP,One way,ไทยไลอ้อนแอร์,SL 628,Boeing 737,Economy,2026-01-15 14:50,2026-01-15 15:55,65,0,1225,64000,79 ซม.,False,1125,typical
2026-01-15,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3378,Airbus A320,Economy,2026-01-15 15:50,2026-01-15 16:55,65,0,1500,63000,71 ซม.,False,1125,typical
2026-01-15,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3374,Airbus A320,Economy,2026-01-15 12:30,2026-01-15 13:45,75,0,1300,63000,71 ซม.,False,1125,typical
2026-01-15,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3372,Airbus A320,Economy,2026-01-15 20:00,2026-01-15 21:10,70,0,1300,63000,71 ซม.,True,1125,typical
2026-01-15,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 324,Boeing 737,Economy,2026-01-15 13:50,2026-01-15 15:05,75,0,1378,64000,74 ซม.,False,1125,typical
2026-01-15,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 328,Boeing 737,Economy,2026-01-15 19:50,2026-01-15 21:00,70,0,1378,64000,74 ซม.,False,1125,typical
2026-01-15,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3370,Airbus A320neo,Economy,2026-01-15 08:30,2026-01-15 09:40,70,0,2300,53000,71 ซม.,False,1125,typical
2026-01-16,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 20,Airbus A320,Economy,2026-01-16 07:00,2026-01-16 08:10,70,0,1515,68000,76 ซม.,False,1515,typical
2026-01-16,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 28,Airbus A320,Economy,2026-01-16 16:15,2026-01-16 17:25,70,0,1515,68000,76 ซม.,False,1515,typical
2026-01-16,BKK-UBP,BKK,UBP,One way,ไทยเวียดเจ๊ทแอร์,VZ 220,Airbus A320,Economy,2026-01-16 11:05,2026-01-16 12:15,70,0,,60000,71 ซม.,True,1515,typical
2026-01-16,BKK-UBP,BKK,UBP,One way,ไทยเวียดเจ๊ทแอร์,VZ 224,Airbus A320,Economy,2026-01-16 14:40,2026-01-16 15:45,65,0,,60000,71 ซม.,False,1515,typical
2026-01-16,DMK-UBP,DMK,UBP,One way,ไทยไลอ้อนแอร์,SL 620,Boeing 737,Economy,2026-01-16 07:40,2026-01-16 08:40,60,0,1125,64000,79 ซม.,False,1125,typical
2026-01-16,DMK-UBP,DMK,UBP,One way,ไทยไลอ้อนแอร์,SL 628,Boeing 737,Economy,2026-01-16 14:50,2026-01-16 15:55,65,0,1225,64000,79 ซม.,False,1125,typical
2026-01-16,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3370,Airbus A320,Economy,2026-01-16 08:30,2026-01-16 09:40,70,0,1500,63000,71 ซม.,False,1125,typical
2026-01-16,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 322,Boeing 737,Economy,2026-01-16 08:45,2026-01-16 10:00,75,0,1578,64000,74 ซม.,False,1125,typical
2026-01-16,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3374,Airbus A320,Economy,2026-01-16 11:40,2026-01-16 12:55,75,0,1700,63000,71 ซม.,False,1125,typical
2026-01-16,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3378,Airbus A320,Economy,2026-01-16 15:50,2026-01-16 16:55,65,0,2000,63000,71 ซม.,False,1125,typical
2026-01-16,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 328,Boeing 737,Economy,2026-01-16 19:50,2026-01-16 21:00,70,0,2178,64000,74 ซม.,False,1125,typical
2026-01-16,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3372,Airbus A320,Economy,2026-01-16 19:05,2026-01-16 20:15,70,0,2600,63000,71 ซม.,True,1125,typical
2026-01-17,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 20,Airbus A320,Economy,2026-01-17 07:00,2026-01-17 08:10,70,0,1515,68000,76 ซม.,False,1515,typical
2026-01-17,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 28,Airbus A320,Economy,2026-01-17 16:15,2026-01-17 17:25,70,0,1515,68000,76 ซม.,False,1515,typical
2026-01-17,BKK-UBP,BKK,UBP,One way,ไทยเวียดเจ๊ทแอร์,VZ 220,Airbus A321,Economy,2026-01-17 11:05,2026-01-17 12:15,70,0,,66000,71 ซม.,True,1515,typical
2026-01-17,BKK-UBP,BKK,UBP,One way,ไทยเวียดเจ๊ทแอร์,VZ 224,Airbus A321,Economy,2026-01-17 14:40,2026-01-17 15:45,65,0,,66000,71 ซม.,False,1515,typical
2026-01-17,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3372,Airbus A320,Economy,2026-01-17 20:00,2026-01-17 21:10,70,0,1000,63000,71 ซม.,True,1000,typical
2026-01-17,DMK-UBP,DMK,UBP,One way,ไทยไลอ้อนแอร์,SL 620,Boeing 737,Economy,2026-01-17 07:40,2026-01-17 08:40,60,0,1225,64000,79 ซม.,False,1000,typical
2026-01-17,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3378,Airbus A320,Economy,2026-01-17 15:50,2026-01-17 16:55,65,0,1300,63000,71 ซม.,False,1000,typical
2026-01-17,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3374,Airbus A320,Economy,2026-01-17 13:00,2026-01-17 14:10,70,0,1300,63000,71 ซม.,False,1000,typical
2026-01-17,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 320,Boeing 737,Economy,2026-01-17 06:20,2026-01-17 07:35,75,0,1378,64000,74 ซม.,False,1000,typical
2026-01-17,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 324,Boeing 737,Economy,2026-01-17 13:50,2026-01-17 15:05,75,0,1378,64000,74 ซม.,False,1000,typical
2026-01-17,DMK-UBP,DMK,UBP,One way,นกแอร์,DD 328,Boeing 737,Economy,2026-01-17 19:50,2026-01-17 21:00,70,0,1378,64000,74 ซม.,False,1000,typical
2026-01-17,DMK-UBP,DMK,UBP,One way,แอร์เอเชีย,FD 3370,Airbus A320,Economy,2026-01-17 08:00,2026-01-17 09:10,70,0,1500,63000,71 ซม.,False,1000,typical
2026-01-18,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 20,Airbus A320,Economy,2026-01-18 07:00,2026-01-18 08:10,70,0,1515,68000,76 ซม.,False,1515,typical
2026-01-18,BKK-UBP,BKK,UBP,One way,การบินไทย,TG 28,Airbus A320,Economy,2026-01-18 16:15,2026-01-18 17:25,70,0,3230,68000,76 ซม.,False,1515,typical
